NAMEID,Birth,Variable,COU,Country,Year,Value
MLT,Malta,Outflows of foreign population by nationality,NLD,Netherlands,2012,31
MLT,Malta,Outflows of foreign population by nationality,NZL,New Zealand,2012,1
MLT,Malta,Outflows of foreign population by nationality,NOR,Norway,2012,3
MLT,Malta,Outflows of foreign population by nationality,ESP,Spain,2012,14
MLT,Malta,Outflows of foreign population by nationality,SWE,Sweden,2012,5
MLT,Malta,Outflows of foreign population by nationality,CHE,Switzerland,2012,14
MHL,Marshall Islands,Outflows of foreign population by nationality,AUS,Australia,2012,0
MHL,Marshall Islands,Outflows of foreign population by nationality,AUT,Austria,2012,0
MHL,Marshall Islands,Outflows of foreign population by nationality,FIN,Finland,2012,0
MHL,Marshall Islands,Outflows of foreign population by nationality,DEU,Germany,2012,0
MHL,Marshall Islands,Outflows of foreign population by nationality,HUN,Hungary,2012,0
MHL,Marshall Islands,Outflows of foreign population by nationality,JPN,Japan,2012,50
MHL,Marshall Islands,Outflows of foreign population by nationality,KOR,Korea,2012,2
MHL,Marshall Islands,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
MHL,Marshall Islands,Outflows of foreign population by nationality,NZL,New Zealand,2012,1
MHL,Marshall Islands,Outflows of foreign population by nationality,NOR,Norway,2012,0
MHL,Marshall Islands,Outflows of foreign population by nationality,ESP,Spain,2012,0
MHL,Marshall Islands,Outflows of foreign population by nationality,SWE,Sweden,2012,0
MHL,Marshall Islands,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
MRT,Mauritania,Outflows of foreign population by nationality,AUS,Australia,2012,0
MRT,Mauritania,Outflows of foreign population by nationality,AUT,Austria,2012,4
MRT,Mauritania,Outflows of foreign population by nationality,DNK,Denmark,2012,0
MRT,Mauritania,Outflows of foreign population by nationality,FIN,Finland,2012,0
MRT,Mauritania,Outflows of foreign population by nationality,DEU,Germany,2012,54
MRT,Mauritania,Outflows of foreign population by nationality,HUN,Hungary,2012,0
MRT,Mauritania,Outflows of foreign population by nationality,ISL,Iceland,2012,0
MRT,Mauritania,Outflows of foreign population by nationality,ITA,Italy,2012,2
MRT,Mauritania,Outflows of foreign population by nationality,JPN,Japan,2012,27
MRT,Mauritania,Outflows of foreign population by nationality,KOR,Korea,2012,9
MRT,Mauritania,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
MRT,Mauritania,Outflows of foreign population by nationality,NOR,Norway,2012,0
MRT,Mauritania,Outflows of foreign population by nationality,ESP,Spain,2012,1115
MRT,Mauritania,Outflows of foreign population by nationality,SWE,Sweden,2012,0
MRT,Mauritania,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
MUS,Mauritius,Outflows of foreign population by nationality,AUS,Australia,2012,72
MUS,Mauritius,Outflows of foreign population by nationality,AUT,Austria,2012,6
MUS,Mauritius,Outflows of foreign population by nationality,DNK,Denmark,2012,4
MUS,Mauritius,Outflows of foreign population by nationality,FIN,Finland,2012,0
MUS,Mauritius,Outflows of foreign population by nationality,DEU,Germany,2012,55
MUS,Mauritius,Outflows of foreign population by nationality,HUN,Hungary,2012,1
MUS,Mauritius,Outflows of foreign population by nationality,ISL,Iceland,2012,0
MUS,Mauritius,Outflows of foreign population by nationality,ITA,Italy,2012,21
MUS,Mauritius,Outflows of foreign population by nationality,JPN,Japan,2012,36
MUS,Mauritius,Outflows of foreign population by nationality,KOR,Korea,2012,2
MUS,Mauritius,Outflows of foreign population by nationality,LUX,Luxembourg,2012,3
MUS,Mauritius,Outflows of foreign population by nationality,NLD,Netherlands,2012,10
MUS,Mauritius,Outflows of foreign population by nationality,NZL,New Zealand,2012,3
MUS,Mauritius,Outflows of foreign population by nationality,NOR,Norway,2012,0
MUS,Mauritius,Outflows of foreign population by nationality,ESP,Spain,2012,13
MUS,Mauritius,Outflows of foreign population by nationality,SWE,Sweden,2012,1
MUS,Mauritius,Outflows of foreign population by nationality,CHE,Switzerland,2012,25
MUS,Mauritius,Outflows of foreign population by nationality,GBR,United Kingdom,2012,1000
MEX,Mexico,Outflows of foreign population by nationality,AUS,Australia,2012,18
MEX,Mexico,Outflows of foreign population by nationality,AUT,Austria,2012,170
MEX,Mexico,Outflows of foreign population by nationality,BEL,Belgium,2012,211
MEX,Mexico,Outflows of foreign population by nationality,DNK,Denmark,2012,105
MEX,Mexico,Outflows of foreign population by nationality,FIN,Finland,2012,29
MEX,Mexico,Outflows of foreign population by nationality,DEU,Germany,2012,2314
MEX,Mexico,Outflows of foreign population by nationality,HUN,Hungary,2012,8
MEX,Mexico,Outflows of foreign population by nationality,ISL,Iceland,2012,2
MEX,Mexico,Outflows of foreign population by nationality,ITA,Italy,2012,58
MEX,Mexico,Outflows of foreign population by nationality,JPN,Japan,2012,639
MEX,Mexico,Outflows of foreign population by nationality,KOR,Korea,2012,286
MEX,Mexico,Outflows of foreign population by nationality,LUX,Luxembourg,2012,14
MEX,Mexico,Outflows of foreign population by nationality,NLD,Netherlands,2012,298
MEX,Mexico,Outflows of foreign population by nationality,NZL,New Zealand,2012,46
MEX,Mexico,Outflows of foreign population by nationality,NOR,Norway,2012,57
MEX,Mexico,Outflows of foreign population by nationality,ESP,Spain,2012,3333
MEX,Mexico,Outflows of foreign population by nationality,SWE,Sweden,2012,96
MEX,Mexico,Outflows of foreign population by nationality,CHE,Switzerland,2012,368
MEX,Mexico,Outflows of foreign population by nationality,SVN,Slovenia,2012,1
FSM,Micronesia,Outflows of foreign population by nationality,AUS,Australia,2012,0
FSM,Micronesia,Outflows of foreign population by nationality,AUT,Austria,2012,0
FSM,Micronesia,Outflows of foreign population by nationality,FIN,Finland,2012,0
FSM,Micronesia,Outflows of foreign population by nationality,DEU,Germany,2012,1
FSM,Micronesia,Outflows of foreign population by nationality,HUN,Hungary,2012,0
FSM,Micronesia,Outflows of foreign population by nationality,JPN,Japan,2012,58
FSM,Micronesia,Outflows of foreign population by nationality,KOR,Korea,2012,3
FSM,Micronesia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
FSM,Micronesia,Outflows of foreign population by nationality,NOR,Norway,2012,0
FSM,Micronesia,Outflows of foreign population by nationality,ESP,Spain,2012,1
FSM,Micronesia,Outflows of foreign population by nationality,SWE,Sweden,2012,0
FSM,Micronesia,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
MDA,Moldova,Outflows of foreign population by nationality,AUT,Austria,2012,81
MDA,Moldova,Outflows of foreign population by nationality,CZE,Czech Republic,2012,792
MDA,Moldova,Outflows of foreign population by nationality,DNK,Denmark,2012,15
MDA,Moldova,Outflows of foreign population by nationality,FIN,Finland,2012,2
MDA,Moldova,Outflows of foreign population by nationality,DEU,Germany,2012,494
MDA,Moldova,Outflows of foreign population by nationality,HUN,Hungary,2012,6
MDA,Moldova,Outflows of foreign population by nationality,ISL,Iceland,2012,0
MDA,Moldova,Outflows of foreign population by nationality,ITA,Italy,2012,1090
MDA,Moldova,Outflows of foreign population by nationality,JPN,Japan,2012,56
MDA,Moldova,Outflows of foreign population by nationality,KOR,Korea,2012,24
MDA,Moldova,Outflows of foreign population by nationality,LUX,Luxembourg,2012,3
MDA,Moldova,Outflows of foreign population by nationality,NLD,Netherlands,2012,52
MDA,Moldova,Outflows of foreign population by nationality,NZL,New Zealand,2012,1
MDA,Moldova,Outflows of foreign population by nationality,NOR,Norway,2012,9
MDA,Moldova,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,1
MDA,Moldova,Outflows of foreign population by nationality,ESP,Spain,2012,914
MDA,Moldova,Outflows of foreign population by nationality,SWE,Sweden,2012,4
MDA,Moldova,Outflows of foreign population by nationality,CHE,Switzerland,2012,31
MDA,Moldova,Outflows of foreign population by nationality,SVN,Slovenia,2012,8
MCO,Monaco,Outflows of foreign population by nationality,AUT,Austria,2012,0
MCO,Monaco,Outflows of foreign population by nationality,FIN,Finland,2012,0
MCO,Monaco,Outflows of foreign population by nationality,DEU,Germany,2012,1
MCO,Monaco,Outflows of foreign population by nationality,HUN,Hungary,2012,0
MCO,Monaco,Outflows of foreign population by nationality,ISL,Iceland,2012,0
MCO,Monaco,Outflows of foreign population by nationality,ITA,Italy,2012,1
MCO,Monaco,Outflows of foreign population by nationality,JPN,Japan,2012,3
MCO,Monaco,Outflows of foreign population by nationality,KOR,Korea,2012,1
MCO,Monaco,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
MCO,Monaco,Outflows of foreign population by nationality,NOR,Norway,2012,0
MCO,Monaco,Outflows of foreign population by nationality,ESP,Spain,2012,2
MCO,Monaco,Outflows of foreign population by nationality,SWE,Sweden,2012,0
MCO,Monaco,Outflows of foreign population by nationality,CHE,Switzerland,2012,2
MNG,Mongolia,Outflows of foreign population by nationality,AUT,Austria,2012,213
MNG,Mongolia,Outflows of foreign population by nationality,CZE,Czech Republic,2012,169
MNG,Mongolia,Outflows of foreign population by nationality,DNK,Denmark,2012,4
MNG,Mongolia,Outflows of foreign population by nationality,FIN,Finland,2012,5
MNG,Mongolia,Outflows of foreign population by nationality,DEU,Germany,2012,441
MNG,Mongolia,Outflows of foreign population by nationality,HUN,Hungary,2012,84
MNG,Mongolia,Outflows of foreign population by nationality,ISL,Iceland,2012,1
MNG,Mongolia,Outflows of foreign population by nationality,ITA,Italy,2012,1
MNG,Mongolia,Outflows of foreign population by nationality,JPN,Japan,2012,991
MNG,Mongolia,Outflows of foreign population by nationality,KOR,Korea,2012,8931
MNG,Mongolia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,3
MNG,Mongolia,Outflows of foreign population by nationality,NLD,Netherlands,2012,17
MNG,Mongolia,Outflows of foreign population by nationality,NZL,New Zealand,2012,4
MNG,Mongolia,Outflows of foreign population by nationality,NOR,Norway,2012,4
MNG,Mongolia,Outflows of foreign population by nationality,ESP,Spain,2012,71
MNG,Mongolia,Outflows of foreign population by nationality,SWE,Sweden,2012,18
MNG,Mongolia,Outflows of foreign population by nationality,CHE,Switzerland,2012,17
MNE,Montenegro,Outflows of foreign population by nationality,AUS,Australia,2012,8
MNE,Montenegro,Outflows of foreign population by nationality,HUN,Hungary,2012,12
MNE,Montenegro,Outflows of foreign population by nationality,ITA,Italy,2012,10
MNE,Montenegro,Outflows of foreign population by nationality,SVN,Slovenia,2012,4
MNE,Montenegro,Outflows of foreign population by nationality,NLD,Netherlands,2012,10
MNE,Montenegro,Outflows of foreign population by nationality,JPN,Japan,2012,17
MNE,Montenegro,Outflows of foreign population by nationality,DNK,Denmark,2012,2
MNE,Montenegro,Outflows of foreign population by nationality,DEU,Germany,2012,564
MNE,Montenegro,Outflows of foreign population by nationality,CHE,Switzerland,2012,23
MNE,Montenegro,Outflows of foreign population by nationality,NOR,Norway,2012,4
MNE,Montenegro,Outflows of foreign population by nationality,LUX,Luxembourg,2012,62
MNE,Montenegro,Outflows of foreign population by nationality,AUT,Austria,2012,80
MNE,Montenegro,Outflows of foreign population by nationality,FIN,Finland,2012,0
MNE,Montenegro,Outflows of foreign population by nationality,KOR,Korea,2012,0
MNE,Montenegro,Outflows of foreign population by nationality,SWE,Sweden,2012,3
MNE,Montenegro,Outflows of foreign population by nationality,ISL,Iceland,2012,0
MNE,Montenegro,Outflows of foreign population by nationality,ESP,Spain,2012,33
MAR,Morocco,Outflows of foreign population by nationality,AUS,Australia,2012,23
MAR,Morocco,Outflows of foreign population by nationality,AUT,Austria,2012,122
MAR,Morocco,Outflows of foreign population by nationality,BEL,Belgium,2012,1483
MAR,Morocco,Outflows of foreign population by nationality,DNK,Denmark,2012,41
MAR,Morocco,Outflows of foreign population by nationality,FIN,Finland,2012,4
MAR,Morocco,Outflows of foreign population by nationality,DEU,Germany,2012,2373
MAR,Morocco,Outflows of foreign population by nationality,HUN,Hungary,2012,3
MAR,Morocco,Outflows of foreign population by nationality,ISL,Iceland,2012,2
MAR,Morocco,Outflows of foreign population by nationality,ITA,Italy,2012,1960
MAR,Morocco,Outflows of foreign population by nationality,JPN,Japan,2012,148
MAR,Morocco,Outflows of foreign population by nationality,KOR,Korea,2012,90
MAR,Morocco,Outflows of foreign population by nationality,LUX,Luxembourg,2012,22
MAR,Morocco,Outflows of foreign population by nationality,NLD,Netherlands,2012,730
MAR,Morocco,Outflows of foreign population by nationality,NZL,New Zealand,2012,1
MAR,Morocco,Outflows of foreign population by nationality,NOR,Norway,2012,39
MAR,Morocco,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,1
MAR,Morocco,Outflows of foreign population by nationality,ESP,Spain,2012,35030
MAR,Morocco,Outflows of foreign population by nationality,SWE,Sweden,2012,52
MAR,Morocco,Outflows of foreign population by nationality,CHE,Switzerland,2012,181
MAR,Morocco,Outflows of foreign population by nationality,SVN,Slovenia,2012,1
MOZ,Mozambique,Outflows of foreign population by nationality,AUS,Australia,2012,8
MOZ,Mozambique,Outflows of foreign population by nationality,AUT,Austria,2012,2
MOZ,Mozambique,Outflows of foreign population by nationality,DNK,Denmark,2012,1
MOZ,Mozambique,Outflows of foreign population by nationality,FIN,Finland,2012,1
MOZ,Mozambique,Outflows of foreign population by nationality,DEU,Germany,2012,37
MOZ,Mozambique,Outflows of foreign population by nationality,HUN,Hungary,2012,0
MOZ,Mozambique,Outflows of foreign population by nationality,ISL,Iceland,2012,1
MOZ,Mozambique,Outflows of foreign population by nationality,ITA,Italy,2012,3
MOZ,Mozambique,Outflows of foreign population by nationality,JPN,Japan,2012,148
MOZ,Mozambique,Outflows of foreign population by nationality,KOR,Korea,2012,8
MOZ,Mozambique,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
MOZ,Mozambique,Outflows of foreign population by nationality,NLD,Netherlands,2012,12
MOZ,Mozambique,Outflows of foreign population by nationality,NZL,New Zealand,2012,1
MOZ,Mozambique,Outflows of foreign population by nationality,NOR,Norway,2012,8
MOZ,Mozambique,Outflows of foreign population by nationality,ESP,Spain,2012,43
MOZ,Mozambique,Outflows of foreign population by nationality,SWE,Sweden,2012,7
MOZ,Mozambique,Outflows of foreign population by nationality,CHE,Switzerland,2012,2
MMR,Myanmar,Outflows of foreign population by nationality,AUS,Australia,2012,74
MMR,Myanmar,Outflows of foreign population by nationality,AUT,Austria,2012,6
MMR,Myanmar,Outflows of foreign population by nationality,DNK,Denmark,2012,5
MMR,Myanmar,Outflows of foreign population by nationality,FIN,Finland,2012,1
MMR,Myanmar,Outflows of foreign population by nationality,DEU,Germany,2012,528
MMR,Myanmar,Outflows of foreign population by nationality,HUN,Hungary,2012,0
MMR,Myanmar,Outflows of foreign population by nationality,ISL,Iceland,2012,0
MMR,Myanmar,Outflows of foreign population by nationality,ITA,Italy,2012,3
MMR,Myanmar,Outflows of foreign population by nationality,JPN,Japan,2012,1149
MMR,Myanmar,Outflows of foreign population by nationality,KOR,Korea,2012,1479
MMR,Myanmar,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
MMR,Myanmar,Outflows of foreign population by nationality,NLD,Netherlands,2012,9
MMR,Myanmar,Outflows of foreign population by nationality,NZL,New Zealand,2012,5
MMR,Myanmar,Outflows of foreign population by nationality,NOR,Norway,2012,22
MMR,Myanmar,Outflows of foreign population by nationality,ESP,Spain,2012,4
MMR,Myanmar,Outflows of foreign population by nationality,SWE,Sweden,2012,5
MMR,Myanmar,Outflows of foreign population by nationality,CHE,Switzerland,2012,4
NAM,Namibia,Outflows of foreign population by nationality,AUS,Australia,2012,6
NAM,Namibia,Outflows of foreign population by nationality,AUT,Austria,2012,5
NAM,Namibia,Outflows of foreign population by nationality,DNK,Denmark,2012,1
NAM,Namibia,Outflows of foreign population by nationality,FIN,Finland,2012,0
NAM,Namibia,Outflows of foreign population by nationality,DEU,Germany,2012,81
NAM,Namibia,Outflows of foreign population by nationality,HUN,Hungary,2012,0
NAM,Namibia,Outflows of foreign population by nationality,ISL,Iceland,2012,0
NAM,Namibia,Outflows of foreign population by nationality,ITA,Italy,2012,1
NAM,Namibia,Outflows of foreign population by nationality,JPN,Japan,2012,78
NAM,Namibia,Outflows of foreign population by nationality,KOR,Korea,2012,3
NAM,Namibia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
NAM,Namibia,Outflows of foreign population by nationality,NLD,Netherlands,2012,13
NAM,Namibia,Outflows of foreign population by nationality,NZL,New Zealand,2012,4
NAM,Namibia,Outflows of foreign population by nationality,NOR,Norway,2012,7
NAM,Namibia,Outflows of foreign population by nationality,ESP,Spain,2012,3
NAM,Namibia,Outflows of foreign population by nationality,SWE,Sweden,2012,1
NAM,Namibia,Outflows of foreign population by nationality,CHE,Switzerland,2012,6
NRU,Nauru,Outflows of foreign population by nationality,AUS,Australia,2012,8
NRU,Nauru,Outflows of foreign population by nationality,AUT,Austria,2012,0
NRU,Nauru,Outflows of foreign population by nationality,FIN,Finland,2012,0
NRU,Nauru,Outflows of foreign population by nationality,DEU,Germany,2012,0
NRU,Nauru,Outflows of foreign population by nationality,HUN,Hungary,2012,0
NRU,Nauru,Outflows of foreign population by nationality,ISL,Iceland,2012,0
NRU,Nauru,Outflows of foreign population by nationality,JPN,Japan,2012,11
NRU,Nauru,Outflows of foreign population by nationality,KOR,Korea,2012,2
NRU,Nauru,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
NRU,Nauru,Outflows of foreign population by nationality,NOR,Norway,2012,0
NRU,Nauru,Outflows of foreign population by nationality,ESP,Spain,2012,2
NRU,Nauru,Outflows of foreign population by nationality,SWE,Sweden,2012,0
NRU,Nauru,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
NPL,Nepal,Outflows of foreign population by nationality,AUS,Australia,2012,41
NPL,Nepal,Outflows of foreign population by nationality,AUT,Austria,2012,84
NPL,Nepal,Outflows of foreign population by nationality,DNK,Denmark,2012,136
NPL,Nepal,Outflows of foreign population by nationality,FIN,Finland,2012,6
NPL,Nepal,Outflows of foreign population by nationality,DEU,Germany,2012,328
NPL,Nepal,Outflows of foreign population by nationality,HUN,Hungary,2012,4
NPL,Nepal,Outflows of foreign population by nationality,ISL,Iceland,2012,0
NPL,Nepal,Outflows of foreign population by nationality,ITA,Italy,2012,14
NPL,Nepal,Outflows of foreign population by nationality,JPN,Japan,2012,496
NPL,Nepal,Outflows of foreign population by nationality,KOR,Korea,2012,1268
NPL,Nepal,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
NPL,Nepal,Outflows of foreign population by nationality,NLD,Netherlands,2012,110
NPL,Nepal,Outflows of foreign population by nationality,NZL,New Zealand,2012,38
NPL,Nepal,Outflows of foreign population by nationality,NOR,Norway,2012,106
NPL,Nepal,Outflows of foreign population by nationality,ESP,Spain,2012,510
NPL,Nepal,Outflows of foreign population by nationality,SWE,Sweden,2012,51
NPL,Nepal,Outflows of foreign population by nationality,CHE,Switzerland,2012,22
NPL,Nepal,Outflows of foreign population by nationality,GBR,United Kingdom,2012,1000
NLD,Netherlands,Outflows of foreign population by nationality,AUS,Australia,2012,173
NLD,Netherlands,Outflows of foreign population by nationality,AUT,Austria,2012,661
NLD,Netherlands,Outflows of foreign population by nationality,BEL,Belgium,2012,6742
NLD,Netherlands,Outflows of foreign population by nationality,CZE,Czech Republic,2012,32
NLD,Netherlands,Outflows of foreign population by nationality,DNK,Denmark,2012,468
NLD,Netherlands,Outflows of foreign population by nationality,FIN,Finland,2012,43
NLD,Netherlands,Outflows of foreign population by nationality,DEU,Germany,2012,6803
NLD,Netherlands,Outflows of foreign population by nationality,HUN,Hungary,2012,107
NLD,Netherlands,Outflows of foreign population by nationality,ISL,Iceland,2012,22
NLD,Netherlands,Outflows of foreign population by nationality,ITA,Italy,2012,277
NLD,Netherlands,Outflows of foreign population by nationality,JPN,Japan,2012,763
NLD,Netherlands,Outflows of foreign population by nationality,KOR,Korea,2012,275
NLD,Netherlands,Outflows of foreign population by nationality,LUX,Luxembourg,2012,194
NLD,Netherlands,Outflows of foreign population by nationality,NZL,New Zealand,2012,238
NLD,Netherlands,Outflows of foreign population by nationality,NOR,Norway,2012,307
NLD,Netherlands,Outflows of foreign population by nationality,ESP,Spain,2012,2097
NLD,Netherlands,Outflows of foreign population by nationality,SWE,Sweden,2012,476
NLD,Netherlands,Outflows of foreign population by nationality,CHE,Switzerland,2012,1045
NLD,Netherlands,Outflows of foreign population by nationality,GBR,United Kingdom,2012,3000
NLD,Netherlands,Outflows of foreign population by nationality,SVN,Slovenia,2012,2
NZL,New Zealand,Outflows of foreign population by nationality,AUS,Australia,2012,1282
NZL,New Zealand,Outflows of foreign population by nationality,AUT,Austria,2012,42
NZL,New Zealand,Outflows of foreign population by nationality,DNK,Denmark,2012,64
NZL,New Zealand,Outflows of foreign population by nationality,FIN,Finland,2012,7
NZL,New Zealand,Outflows of foreign population by nationality,DEU,Germany,2012,460
NZL,New Zealand,Outflows of foreign population by nationality,HUN,Hungary,2012,0
NZL,New Zealand,Outflows of foreign population by nationality,ISL,Iceland,2012,1
NZL,New Zealand,Outflows of foreign population by nationality,ITA,Italy,2012,19
NZL,New Zealand,Outflows of foreign population by nationality,JPN,Japan,2012,538
NZL,New Zealand,Outflows of foreign population by nationality,KOR,Korea,2012,656
NZL,New Zealand,Outflows of foreign population by nationality,LUX,Luxembourg,2012,7
NZL,New Zealand,Outflows of foreign population by nationality,NLD,Netherlands,2012,179
NZL,New Zealand,Outflows of foreign population by nationality,NOR,Norway,2012,26
NZL,New Zealand,Outflows of foreign population by nationality,ESP,Spain,2012,79
NZL,New Zealand,Outflows of foreign population by nationality,SWE,Sweden,2012,69
NZL,New Zealand,Outflows of foreign population by nationality,CHE,Switzerland,2012,105
NZL,New Zealand,Outflows of foreign population by nationality,GBR,United Kingdom,2012,3000
NIC,Nicaragua,Outflows of foreign population by nationality,AUS,Australia,2012,6
NIC,Nicaragua,Outflows of foreign population by nationality,AUT,Austria,2012,10
NIC,Nicaragua,Outflows of foreign population by nationality,DNK,Denmark,2012,1
NIC,Nicaragua,Outflows of foreign population by nationality,FIN,Finland,2012,2
NIC,Nicaragua,Outflows of foreign population by nationality,DEU,Germany,2012,60
NIC,Nicaragua,Outflows of foreign population by nationality,HUN,Hungary,2012,0
NIC,Nicaragua,Outflows of foreign population by nationality,ISL,Iceland,2012,0
NIC,Nicaragua,Outflows of foreign population by nationality,ITA,Italy,2012,5
NIC,Nicaragua,Outflows of foreign population by nationality,JPN,Japan,2012,98
NIC,Nicaragua,Outflows of foreign population by nationality,KOR,Korea,2012,4
NIC,Nicaragua,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
NIC,Nicaragua,Outflows of foreign population by nationality,NLD,Netherlands,2012,13
NIC,Nicaragua,Outflows of foreign population by nationality,NOR,Norway,2012,3
NIC,Nicaragua,Outflows of foreign population by nationality,ESP,Spain,2012,1124
NIC,Nicaragua,Outflows of foreign population by nationality,SWE,Sweden,2012,10
NIC,Nicaragua,Outflows of foreign population by nationality,CHE,Switzerland,2012,11
NER,Niger,Outflows of foreign population by nationality,AUT,Austria,2012,3
NER,Niger,Outflows of foreign population by nationality,DNK,Denmark,2012,1
NER,Niger,Outflows of foreign population by nationality,FIN,Finland,2012,0
NER,Niger,Outflows of foreign population by nationality,DEU,Germany,2012,73
NER,Niger,Outflows of foreign population by nationality,HUN,Hungary,2012,0
NER,Niger,Outflows of foreign population by nationality,ISL,Iceland,2012,0
NER,Niger,Outflows of foreign population by nationality,ITA,Italy,2012,2
NER,Niger,Outflows of foreign population by nationality,JPN,Japan,2012,45
NER,Niger,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
NER,Niger,Outflows of foreign population by nationality,NLD,Netherlands,2012,8
NER,Niger,Outflows of foreign population by nationality,NOR,Norway,2012,0
NER,Niger,Outflows of foreign population by nationality,ESP,Spain,2012,26
NER,Niger,Outflows of foreign population by nationality,SWE,Sweden,2012,0
NER,Niger,Outflows of foreign population by nationality,CHE,Switzerland,2012,5
NGA,Nigeria,Outflows of foreign population by nationality,AUS,Australia,2012,46
NGA,Nigeria,Outflows of foreign population by nationality,AUT,Austria,2012,668
NGA,Nigeria,Outflows of foreign population by nationality,DNK,Denmark,2012,64
NGA,Nigeria,Outflows of foreign population by nationality,FIN,Finland,2012,29
NGA,Nigeria,Outflows of foreign population by nationality,DEU,Germany,2012,1559
NGA,Nigeria,Outflows of foreign population by nationality,HUN,Hungary,2012,26
NGA,Nigeria,Outflows of foreign population by nationality,ISL,Iceland,2012,2
NGA,Nigeria,Outflows of foreign population by nationality,ITA,Italy,2012,188
NGA,Nigeria,Outflows of foreign population by nationality,JPN,Japan,2012,387
NGA,Nigeria,Outflows of foreign population by nationality,KOR,Korea,2012,411
NGA,Nigeria,Outflows of foreign population by nationality,LUX,Luxembourg,2012,4
NGA,Nigeria,Outflows of foreign population by nationality,NLD,Netherlands,2012,259
NGA,Nigeria,Outflows of foreign population by nationality,NZL,New Zealand,2012,5
NGA,Nigeria,Outflows of foreign population by nationality,NOR,Norway,2012,53
NGA,Nigeria,Outflows of foreign population by nationality,ESP,Spain,2012,3153
NGA,Nigeria,Outflows of foreign population by nationality,SWE,Sweden,2012,143
NGA,Nigeria,Outflows of foreign population by nationality,CHE,Switzerland,2012,79
NGA,Nigeria,Outflows of foreign population by nationality,GBR,United Kingdom,2012,2000
NGA,Nigeria,Outflows of foreign population by nationality,SVN,Slovenia,2012,3
NIU,Niue,Outflows of foreign population by nationality,FIN,Finland,2012,0
NIU,Niue,Outflows of foreign population by nationality,DEU,Germany,2012,0
NIU,Niue,Outflows of foreign population by nationality,HUN,Hungary,2012,0
NIU,Niue,Outflows of foreign population by nationality,ITA,Italy,2012,0
NIU,Niue,Outflows of foreign population by nationality,JPN,Japan,2012,0
NIU,Niue,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
NIU,Niue,Outflows of foreign population by nationality,NZL,New Zealand,2012,0.004
NIU,Niue,Outflows of foreign population by nationality,NOR,Norway,2012,0
NIU,Niue,Outflows of foreign population by nationality,ESP,Spain,2012,0
NIU,Niue,Outflows of foreign population by nationality,SWE,Sweden,2012,0
NOR,Norway,Outflows of foreign population by nationality,AUS,Australia,2012,19
NOR,Norway,Outflows of foreign population by nationality,AUT,Austria,2012,63
NOR,Norway,Outflows of foreign population by nationality,BEL,Belgium,2012,229
NOR,Norway,Outflows of foreign population by nationality,CZE,Czech Republic,2012,2
NOR,Norway,Outflows of foreign population by nationality,DNK,Denmark,2012,1537
NOR,Norway,Outflows of foreign population by nationality,FIN,Finland,2012,43
NOR,Norway,Outflows of foreign population by nationality,DEU,Germany,2012,655
NOR,Norway,Outflows of foreign population by nationality,HUN,Hungary,2012,190
NOR,Norway,Outflows of foreign population by nationality,ISL,Iceland,2012,82
NOR,Norway,Outflows of foreign population by nationality,ITA,Italy,2012,21
NOR,Norway,Outflows of foreign population by nationality,JPN,Japan,2012,241
NOR,Norway,Outflows of foreign population by nationality,KOR,Korea,2012,207
NOR,Norway,Outflows of foreign population by nationality,LUX,Luxembourg,2012,17
NOR,Norway,Outflows of foreign population by nationality,NLD,Netherlands,2012,416
NOR,Norway,Outflows of foreign population by nationality,NZL,New Zealand,2012,27
NOR,Norway,Outflows of foreign population by nationality,NOR,Norway,2012,0
NOR,Norway,Outflows of foreign population by nationality,ESP,Spain,2012,508
NOR,Norway,Outflows of foreign population by nationality,SWE,Sweden,2012,1578
NOR,Norway,Outflows of foreign population by nationality,CHE,Switzerland,2012,178
NOR,Norway,Outflows of foreign population by nationality,GBR,United Kingdom,2012,2000
NOR,Norway,Outflows of foreign population by nationality,SVN,Slovenia,2012,1
NS,Not stated,Outflows of foreign population by nationality,DNK,Denmark,2012,93
NS,Not stated,Outflows of foreign population by nationality,AUS,Australia,2012,0
NS,Not stated,Outflows of foreign population by nationality,JPN,Japan,2012,0
NS,Not stated,Outflows of foreign population by nationality,DEU,Germany,2012,0
NS,Not stated,Outflows of foreign population by nationality,FIN,Finland,2012,0
